"Longitude";"Latitude";"Parameter.Name";"Arithmetic.Mean";"City.Name"
-120,84271;35,36631;"Ozone";0,034397;"Morro Bay"
-120,50103;35,03146;"Ozone";0,037234;"Nipomo"
-120,66804;35,49158;"Ozone";0,039773;"Atascadero"
-120,66804;35,49158;"PM2.5 - Local Conditions";7,578393;"Atascadero"
-122,20337;37,482934;"Ozone";0,028783;"Redwood City"
-122,20337;37,482934;"PM2.5 - Local Conditions";10,710826;"Redwood City"
-122,20337;37,482934;"PM2.5 - Local Conditions";10,594857;"Redwood City"
-122,20337;37,482934;"PM2.5 - Local Conditions";10,710826;"Redwood City"
-120,02551;34,46245;"Ozone";0,038419;"Capitan"
-119,691218;34,427775;"Ozone";0,036912;"Santa Barbara"
-119,691218;34,427775;"PM2.5 - Local Conditions";7,586325;"Santa Barbara"
-120,43763;34,949147;"Ozone";0,033726;"Santa Maria"
-120,43763;34,949147;"PM2.5 - Local Conditions";8,641379;"Santa Maria"
-120,427778;34,725556;"Ozone";0,041914;"Lompoc"
-119,79146;34,54166;"Ozone";0,043904;"Los Padres National Forest"
-120,1965;34,52744;"Ozone";0,035858;"Gaviota"
-119,4575;34,402778;"Ozone";0,045706;"Carpinteria"
-120,04692;34,48974;"Ozone";0,039595;"Capitan"
-120,4575;34,63782;"Ozone";0,037301;"Lompoc"
-119,8284;34,44551;"Ozone";0,037762;"Goleta"
-120,0747;34,60839;"Ozone";0,034977;"Santa Ynez"
-120,630278;34,596111;"Ozone";0,039607;"Vandenberg Air Force Base"
-121,574684;36,999571;"Ozone";0,039307;"Gilroy"
-121,574684;36,999571;"PM2.5 - Local Conditions";8,679213;"Gilroy"
-121,894898;37,348497;"Ozone";0,032471;"San Jose"
-121,894898;37,348497;"PM2.5 - Local Conditions";10,6;"San Jose"
-121,894898;37,348497;"PM2.5 - Local Conditions";12,493557;"San Jose"
-121,979675;37,226862;"Ozone";0,035922;"Los Gatos"
-121,600031;37,079379;"Ozone";0,040206;"San Martin"
-122,069705;37,318435;"Ozone";0,0331;"Cupertino"
-121,989328;36,983921;"Ozone";0,032105;"Live Oak"
-121,989328;36,983921;"PM2.5 - Local Conditions";6,501553;"Live Oak"
-122,00764;37,07206;"Ozone";0,037964;"Scotts Valley"
-122,075695;37,048008;"PM2.5 - Local Conditions";7,718436;"Felton"
-122,380258;40,549577;"Ozone";0,029363;"Redding"
-122,380258;40,549577;"PM2.5 - Local Conditions";5,982143;"Redding"
-122,298866;40,452913;"Ozone";0,040364;"Anderson"
-122,402194;40,689253;"Ozone";0,037433;"Shasta Lake"
-122,633579;41,726892;"Ozone";0,038813;"Yreka"
-122,633579;41,726892;"PM2.5 - Local Conditions";7,931579;"Yreka"
-122,237976;38,102507;"Ozone";0,032411;"Vallejo"
-122,237976;38,102507;"PM2.5 - Local Conditions";10,411732;"Vallejo"
-122,237976;38,102507;"PM2.5 - Local Conditions";11,419328;"Vallejo"
-122,075624;38,227066;"Ozone";0,037591;"Fairfield"
-121,950003;38,358365;"Ozone";0,037392;"Vacaville"
-122,710169;38,443503;"Ozone";0,027436;"Santa Rosa"
-122,710169;38,443503;"PM2.5 - Local Conditions";8,438218;"Santa Rosa"
-122,901857;38,654069;"Ozone";0,032783;"Healdsburg"
-120,994622;37,641583;"Ozone";0,043461;"Modesto"
-120,994622;37,641583;"PM2.5 - Local Conditions";13,49;"Modesto"
-120,994622;37,641583;"PM2.5 - Local Conditions";11,541063;"Modesto"
-121,618549;39,138773;"Ozone";0,038922;"Yuba City"
-121,618549;39,138773;"PM2.5 - Local Conditions";8,20254;"Yuba City"
-121,820362;39,205572;"Ozone";0,054672;"Sutter"
-122,23694;40,17583;"Ozone";0,041713;"Red Bluff"
-122,227138;40,1678;"PM2.5 - Local Conditions";4,659357;"Red Bluff"
-119,291228;36,332179;"Ozone";0,043314;"Visalia"
-119,291228;36,332179;"PM2.5 - Local Conditions";18,398291;"Visalia"
-119,055018;36,031831;"Ozone";0,05562;"Porterville"
-120,379611;37,981582;"Ozone";0,045905;"Sonora"
-118,869444;34,208244;"Ozone";0,043835;"Thousand Oaks"
-118,869444;34,208244;"PM2.5 - Local Conditions";8,630508;"Thousand Oaks"
-118,869444;34,208244;"PM2.5 - Local Conditions";9,351657;"Thousand Oaks"
-118,810003;34,402846;"Ozone";0,047061;"Piru"
-118,810003;34,402846;"PM2.5 - Local Conditions";7,228022;"Piru"
-119,230277;34,446571;"Ozone";0,047039;"Ojai"
-119,230277;34,446571;"PM2.5 - Local Conditions";8,467913;"Ojai"
-118,684731;34,275736;"Ozone";0,048763;"Simi Valley"
-118,684731;34,275736;"PM2.5 - Local Conditions";8,99009;"Simi Valley"
-118,684731;34,275736;"PM2.5 - Local Conditions";9,29435;"Simi Valley"
-121,73269;38,66121;"Ozone";0,039189;"Woodland"
-121,73269;38,66121;"PM2.5 - Local Conditions";7,191228;"Woodland"
-104,937438;39,826007;"PM2.5 - Local Conditions";8,157143;"Commerce City"
-104,937438;39,826007;"PM2.5 - Local Conditions";8,50274;"Commerce City"
-104,94984;39,838119;"Ozone";0,054675;"Welby"
-104,957193;39,567887;"Ozone";0,054894;"Southglenn"
-105,019526;39,604399;"PM2.5 - Local Conditions";6,809917;"Littleton"
-105,100856;40,164576;"PM2.5 - Local Conditions";7,04918;"Longmont"
-105,238458;39,957212;"Ozone";0,054043;"Boulder"
-105,263382;40,021097;"PM2.5 - Local Conditions";6,019008;"Boulder"
-104,987625;39,751184;"Ozone";0,04371;"Denver"
-104,987625;39,751184;"PM2.5 - Local Conditions";7,476106;"Denver"
-104,987625;39,751184;"PM2.5 - Local Conditions";8,466129;"Denver"
-104,987625;39,751184;"PM2.5 - Local Conditions";8,853333;"Denver"
-105,070358;39,534488;"Ozone";0,056505;"Roxborough Park"
-105,070358;39,534488;"PM2.5 - Local Conditions";5,609917;"Roxborough Park"
-104,817215;38,958341;"Ozone";0,057044;"Air Force Academy"
-104,901289;38,853097;"Ozone";0,054397;"Manitou Springs (Manitou)"
-104,828564;38,848014;"PM2.5 - Local Conditions";6,010656;"Colorado Springs"
-107,784125;39,54182;"Ozone";0,048796;"Rifle"
-105,13948;39,638781;"Ozone";0,053307;"Lakewood"
-105,177989;39,743724;"Ozone";0,057885;"Applewood"
-105,29841;39,541515;"Ozone";0,054512;"Aspen Park"
-105,079693;40,571288;"PM2.5 - Local Conditions";6,8;"Fort Collins"
-105,141122;40,592543;"Ozone";0,056915;"Fort Collins"
-105,07892;40,57747;"Ozone";0,049967;"Fort Collins"
-108,561173;39,063798;"PM2.5 - Local Conditions";8,930159;"Grand Junction"
-108,313835;39,130575;"Ozone";0,051519;"Palisade"
-108,592334;37,350054;"Ozone";0,048798;"Cortez"
-108,592334;37,350054;"PM2.5 - Local Conditions";6,113333;"Cortez"
-104,597613;38,276099;"PM2.5 - Local Conditions";6,507627;"Pueblo"
-108,761389;40,086944;"Ozone";0,053303;"Rangely"
-108,761389;40,086944;"PM2.5 - Local Conditions";9,105337;"Rangely"
-104,70693;40,414877;"PM2.5 - Local Conditions";7,196667;"Greeley"
-104,82405;40,209387;"PM2.5 - Local Conditions";7,153043;"Platteville"
-104,73744;40,386368;"Ozone";0,055696;"Greeley"
-73,194722;41,170833;"PM2.5 - Local Conditions";8,651667;"Bridgeport"
-73,585;41,003611;"Ozone";0,048765;"Greenwich (Town of)"
-73,443056;41,399167;"Ozone";0,046491;"Danbury"
-73,443056;41,399167;"PM2.5 - Local Conditions";7,84918;"Danbury"
-73,103056;41,1525;"Ozone";0,051366;"Stratford (Town of)"
-73,336667;41,118333;"Ozone";0,050226;"Westport"
-73,336667;41,118333;"PM2.5 - Local Conditions";7,711475;"Westport"
-72,631667;41,784722;"Ozone";0,043681;"East Hartford"
-72,631667;41,784722;"PM2.5 - Local Conditions";7,66482;"East Hartford"
-72,634444;41,7425;"PM2.5 - Local Conditions";8,065289;"East Hartford"
-72,63;41,552222;"Ozone";0,047086;"Middletown"
-72,902871;41,3014;"Ozone";0,045822;"New Haven"
-72,902871;41,3014;"PM2.5 - Local Conditions";8,773429;"New Haven"
-72,902871;41,3014;"PM2.5 - Local Conditions";8,905769;"New Haven"
-72,916944;41,310833;"PM2.5 - Local Conditions";8,552066;"New Haven"
-73,043611;41,550556;"PM2.5 - Local Conditions";8,405;"Waterbury"
-73,043611;41,550556;"PM2.5 - Local Conditions";8,404918;"Waterbury"
-72,07882;41,35362;"Ozone";0,046784;"Groton"
-72,076667;41,524167;"PM2.5 - Local Conditions";7,51;"Norwich"
-75,518056;39,155;"PM2.5 - Local Conditions";8,036975;"Dover"
-75,761299;39,691962;"PM2.5 - Local Conditions";9,246364;"Newark"
-75,558056;39,739444;"Ozone";0,043105;"Wilmington"
-75,558056;39,739444;"PM2.5 - Local Conditions";9,560645;"Wilmington"
-75,558056;39,739444;"PM2.5 - Local Conditions";10,672549;"Wilmington"
-75,558056;39,739444;"PM2.5 - Local Conditions";10,566879;"Wilmington"
-75,558056;39,739444;"PM2.5 - Local Conditions";9,632121;"Wilmington"
-75,612688;38,644476;"Ozone";0,043477;"Seaford"
-75,612688;38,644476;"PM2.5 - Local Conditions";8,498261;"Seaford"
-75,612688;38,644476;"PM2.5 - Local Conditions";8,157312;"Seaford"
-75,162673;38,779196;"Ozone";0,044404;"Lewes"
-76,952778;38,897222;"Ozone";0,041745;"Washington"
-76,952778;38,897222;"PM2.5 - Local Conditions";9,223345;"Washington"
-77,0325;38,880833;"PM2.5 - Local Conditions";8,54486;"Washington"
-77,013178;38,921847;"Ozone";0,043569;"Washington"
-77,013178;38,921847;"PM2.5 - Local Conditions";8,949306;"Washington"
-77,013178;38,921847;"PM2.5 - Local Conditions";8,558716;"Washington"
-77,013178;38,921847;"PM2.5 - Local Conditions";11,62163;"Washington"
-77,016715;38,970092;"Ozone";0,048522;"Washington"
-82,387778;29,706111;"PM2.5 - Local Conditions";7,059524;"Gainesville"
-82,387778;29,706111;"PM2.5 - Local Conditions";6,626667;"Gainesville"
-82,296111;29,544722;"Ozone";0,034854;"Micanopy"
-85,731517;30,130433;"Ozone";0,039745;"Lower Grand Lagoon"
-80,628611;28,053611;"Ozone";0,037012;"Melbourne"
-80,628611;28,053611;"PM2.5 - Local Conditions";5,776667;"Melbourne"
-80,615556;28,310556;"Ozone";0,03746;"Cocoa Beach"
-80,33845;26,073536;"Ozone";0,030639;"Davie"
-80,237586;26,083143;"PM2.5 - Local Conditions";7,031183;"Davie"
-80,237586;26,083143;"PM2.5 - Local Conditions";6,9625;"Davie"
-80,09647;26,292025;"Ozone";0,030038;"Pompano Beach Highlands"
-80,09647;26,292025;"PM2.5 - Local Conditions";7,54;"Pompano Beach Highlands"
-80,111;26,087;"Ozone";0,031454;"Dania"
-81,711;26,27;"Ozone";0,033218;"Naples"
-82,619167;30,178056;"Ozone";0,035854;"Lake City"
-81,635396;30,356339;"PM2.5 - Local Conditions";7,163514;"Jacksonville"
-81,587339;30,477725;"Ozone";0,031557;"Jacksonville"
-81,634167;30,135556;"PM2.5 - Local Conditions";6,296154;"Jacksonville"
-81,547778;30,354722;"PM2.5 - Local Conditions";6,352652;"Jacksonville"
-81,547778;30,354722;"PM2.5 - Local Conditions";6,530435;"Jacksonville"
-81,454;30,261;"Ozone";0,037076;"Jacksonville"
-81,8409;30,378217;"Ozone";0,037056;"Jacksonville"
-87,20355;30,525367;"Ozone";0,039771;"Ferry Pass"
-87,20355;30,525367;"PM2.5 - Local Conditions";7,535556;"Ferry Pass"
-87,20355;30,525367;"PM2.5 - Local Conditions";8,06087;"Ferry Pass"
-87,270967;30,36805;"Ozone";0,041934;"Pensacola"
-81,276833;29,489083;"Ozone";0,036568;"Bunnell"
-81,340556;27,188889;"Ozone";0,033675;"Sebring"
-82,465146;27,740033;"Ozone";0,039559;"Ruskin"
-82,454722;27,928056;"Ozone";0,038497;"Tampa"
-82,538611;27,892222;"Ozone";0,039143;"Tampa"
-82,2304;27,96565;"Ozone";0,041886;"Valrico"
-82,2304;27,96565;"PM2.5 - Local Conditions";6,796629;"Valrico"
-82,2304;27,96565;"PM2.5 - Local Conditions";6,952778;"Valrico"
-81,723333;28,525;"Ozone";0,036875;"Clermont"
-81,877908;26,602016;"PM2.5 - Local Conditions";5,807692;"Fort Myers"
-81,877908;26,602016;"PM2.5 - Local Conditions";5,565789;"Fort Myers"
-81,98;26,547861;"Ozone";0,035824;"Cape Coral"
-81,939444;26,448889;"Ozone";0,034758;"Fort Myers Beach"
-84,346389;30,439722;"Ozone";0,03632;"Tallahassee"
-84,346389;30,439722;"PM2.5 - Local Conditions";7,935897;"Tallahassee"
-84,346389;30,439722;"PM2.5 - Local Conditions";8,157895;"Tallahassee"
-84,199444;30,484444;"Ozone";0,036037;"Tallahassee"
-82,546111;27,632778;"Ozone";0,031809;"Palmetto"
-82,618889;27,480556;"Ozone";0,035359;"Bradenton"
-82,522222;27,449444;"Ozone";0,034346;"Bradenton"
-82,100833;29,170278;"Ozone";0,037224;"Ocala"
-82,173333;29,1925;"Ozone";0,034237;"Ocala"
-80,240689;27,172458;"Ozone";0,035326;"Stuart"
-80,326811;25,586384;"Ozone";0,033429;"Cutler Ridge"
-80,326389;25,941944;"PM2.5 - Local Conditions";6,233333;"Palm Springs North"
-80,215556;25,794222;"PM2.5 - Local Conditions";7,00855;"Miami"
-80,215556;25,794222;"PM2.5 - Local Conditions";7,343902;"Miami"
-80,482778;25,471944;"PM2.5 - Local Conditions";6,028352;"Homestead"
-86,666217;30,426533;"Ozone";0,038531;"Fort Walton Beach"
-81,381389;28,454167;"Ozone";0,037275;"Orlando"
-81,3625;28,596389;"Ozone";0,037416;"Winter Park"
-81,3625;28,596389;"PM2.5 - Local Conditions";6,050382;"Winter Park"
-81,3625;28,596389;"PM2.5 - Local Conditions";5,9;"Winter Park"
-81,636667;28,347222;"Ozone";0,038811;"Kissimmee"
-80,233889;26,730833;"Ozone";0,036117;"Royal Palm Beach"
-80,233889;26,730833;"PM2.5 - Local Conditions";5,481008;"Royal Palm Beach"
-80,233889;26,730833;"PM2.5 - Local Conditions";5,175;"Royal Palm Beach"
-80,060867;26,59123;"Ozone";0,034688;"Lantana"
-80,092778;26,456944;"PM2.5 - Local Conditions";5,764773;"Delray Beach"
-82,305833;28,331944;"Ozone";0,037603;"Dade City"
-82,758056;28,195;"Ozone";0,039614;"Holiday"
-82,731944;27,946389;"Ozone";0,038953;"Clearwater"
-82,739875;27,785866;"Ozone";0,038723;"Saint Petersburg"
-82,739875;27,785866;"PM2.5 - Local Conditions";6,268182;"Saint Petersburg"
-82,739875;27,785866;"PM2.5 - Local Conditions";6,640909;"Saint Petersburg"
-82,78215;27,986283;"PM2.5 - Local Conditions";6,504878;"Clearwater"
-82,700833;28,09;"Ozone";0,03572;"Tarpon Springs"
-82,000278;27,939444;"Ozone";0,036759;"Lakeland"
-81,972222;28,028889;"Ozone";0,036119;"Lakeland"
-81,972222;28,028889;"PM2.5 - Local Conditions";6,549138;"Lakeland"
-81,972222;28,028889;"PM2.5 - Local Conditions";6,22069;"Lakeland"
-80,311033;27,389079;"Ozone";0,038401;"Fort Pierce"
-87,008033;30,394133;"Ozone";0,040182;"Gulf Breeze"
-82,507222;27,290556;"PM2.5 - Local Conditions";5,933628;"Ridge Wood Heights"
-82,507222;27,290556;"PM2.5 - Local Conditions";4,861364;"Ridge Wood Heights"
-82,570556;27,306944;"Ozone";0,039453;"Sarasota"
-82,48;27,350278;"Ozone";0,036381;"Sarasota"
-82,362583;27,089194;"Ozone";0,036674;"Venice"
-81,310556;28,746111;"Ozone";0,037598;"Sanford"
-81,310556;28,746111;"PM2.5 - Local Conditions";6,303279;"Sanford"
-81,310556;28,746111;"PM2.5 - Local Conditions";5,686667;"Sanford"
-80,993889;29,108889;"Ozone";0,035159;"Port Orange"
-81,0525;29,206667;"Ozone";0,036889;"Daytona Beach"
-81,0525;29,206667;"PM2.5 - Local Conditions";6,252137;"Daytona Beach"
-84,161111;30,0925;"Ozone";0,037283;"Saint Marks"
-83,641096;32,777455;"PM2.5 - Local Conditions";10,181429;"Macon"
-83,641096;32,777455;"PM2.5 - Local Conditions";10,013043;"Macon"
-83,543521;32,805408;"Ozone";0,040555;"Macon"
-83,543521;32,805408;"PM2.5 - Local Conditions";8,269474;"Macon"
-81,048769;32,06923;"Ozone";0,036574;"Savannah"
-81,161847;32,110759;"PM2.5 - Local Conditions";9,158242;"Garden City"
-85,408003;34,474293;"Ozone";0,038992;"Summerville"
-83,344495;33,918067;"Ozone";0,03782;"Athens-Clarke County (Remainder)"
-83,344495;33,918067;"PM2.5 - Local Conditions";9,718072;"Athens-Clarke County (Remainder)"
-84,391028;33,609867;"PM2.5 - Local Conditions";9,782292;"Forest Park"
-84,607407;34,015482;"Ozone";0,042542;"Kennesaw"
-84,607407;34,015482;"PM2.5 - Local Conditions";9,552613;"Kennesaw"
-82,131189;33,582144;"Ozone";0,039455;"Evans"
-84,100194;31,576917;"PM2.5 - Local Conditions";9,960071;"Albany"
-84,100194;31,576917;"PM2.5 - Local Conditions";10,259302;"Albany"
-84,100194;31,576917;"PM2.5 - Local Conditions";12,061071;"Albany"
-84,779192;33,743656;"Ozone";0,039029;"Douglasville"
-84,435576;33,80233;"PM2.5 - Local Conditions";10,368889;"Atlanta"
-84,357056;33,720192;"Ozone";0,041988;"Atlanta"
-81,495881;31,169735;"Ozone";0,035649;"Brunswick"
-81,495881;31,169735;"PM2.5 - Local Conditions";8,531304;"Brunswick"
-83,81217;34,30008;"PM2.5 - Local Conditions";8,465556;"Gainesville"
-84,161708;33,433575;"Ozone";0,041198;"McDonough"
-83,597907;32,6056;"PM2.5 - Local Conditions";8,920408;"Warner Robins"
-83,294444;30,848056;"PM2.5 - Local Conditions";8,737931;"Valdosta"
-84,626422;34,785197;"Ozone";0,041562;"Chatsworth"
-84,980977;32,483543;"PM2.5 - Local Conditions";9,88;"Columbus (Remainder)"
-84,944795;32,521302;"Ozone";0,039045;"Columbus (Remainder)"
-84,944795;32,521302;"PM2.5 - Local Conditions";10,152308;"Columbus (Remainder)"
-84,9316;32,42905;"PM2.5 - Local Conditions";9,989583;"Columbus (Remainder)"
-82,022217;33,433349;"Ozone";0,04138;"Augusta-Richmond County (Remainder)"
-82,022217;33,433349;"PM2.5 - Local Conditions";9,297872;"Augusta-Richmond County (Remainder)"
-84,065294;33,591077;"Ozone";0,041652;"Conyers"
-84,081059;31,954298;"Ozone";0,038249;"Leslie (RR name Leslie-DeSoto)"
-82,80876;32,974881;"PM2.5 - Local Conditions";9,705435;"Sandersville"
-83,333775;32,881829;"PM2.5 - Local Conditions";9,919101;"Gordon"
-155,11053;19,717562;"PM2.5 - Local Conditions";8,005576;"Hilo"
-155,11053;19,717562;"PM2.5 - Local Conditions";7,161194;"Hilo"
-155,11053;19,717562;"PM2.5 - Local Conditions";8,005576;"Hilo"
-155,913417;19,509778;"PM2.5 - Local Conditions";13,735165;"Kealakekua"
-155,913417;19,509778;"PM2.5 - Local Conditions";10,689431;"Kealakekua"
-155,913417;19,509778;"PM2.5 - Local Conditions";13,735165;"Kealakekua"
-155,480183;19,2039;"PM2.5 - Local Conditions";5,291481;"Pahala"
-155,480183;19,2039;"PM2.5 - Local Conditions";4,765185;"Pahala"
-155,480183;19,2039;"PM2.5 - Local Conditions";5,291481;"Pahala"
-155,778136;19,117561;"PM2.5 - Local Conditions";11,531955;"Hawaiian Ocean View"
-155,778136;19,117561;"PM2.5 - Local Conditions";7,855303;"Hawaiian Ocean View"
-155,778136;19,117561;"PM2.5 - Local Conditions";11,531955;"Hawaiian Ocean View"
-155,102028;19,555444;"PM2.5 - Local Conditions";3,050936;"Mountain View"
-155,102028;19,555444;"PM2.5 - Local Conditions";2,571805;"Mountain View"
-155,102028;19,555444;"PM2.5 - Local Conditions";3,050936;"Mountain View"
-157,85542;21,30758;"PM2.5 - Local Conditions";5,274194;"Honolulu"
-157,871171;21,303382;"Ozone";0,02597;"Honolulu"
-157,871171;21,303382;"PM2.5 - Local Conditions";6,192509;"Honolulu"
-157,969126;21,392833;"PM2.5 - Local Conditions";5,854275;"Pearl City"
-156,446373;20,780997;"PM2.5 - Local Conditions";5,984047;"Kihei"
-156,370344;20,902031;"PM2.5 - Local Conditions";7,319072;"Paia"
-116,178156;43,577603;"Ozone";0,043702;"Boise (corporate name Boise City)"
-116,562676;43,58031;"PM2.5 - Local Conditions";11,958696;"Nampa"
-111,809167;42,013333;"PM2.5 - Local Conditions";11,896552;"Franklin"
-111,809167;42,013333;"PM2.5 - Local Conditions";11;"Franklin"
-116,236667;47,536389;"PM2.5 - Local Conditions";12,014583;"Pinehurst (Pine Creek)"
-116,236667;47,536389;"PM2.5 - Local Conditions";11,982105;"Pinehurst (Pine Creek)"
-116,236667;47,536389;"PM2.5 - Local Conditions";12,014583;"Pinehurst (Pine Creek)"
-116,236667;47,536389;"PM2.5 - Local Conditions";11,596;"Pinehurst (Pine Creek)"
-116,236667;47,536389;"PM2.5 - Local Conditions";14,777839;"Pinehurst (Pine Creek)"
-116,236667;47,536389;"PM2.5 - Local Conditions";14,726857;"Pinehurst (Pine Creek)"
-116,236667;47,536389;"PM2.5 - Local Conditions";14,777839;"Pinehurst (Pine Creek)"
-91,335868;39,915409;"Ozone";0,04208;"Quincy"
-88,240553;40,123886;"PM2.5 - Local Conditions";9,898958;"Champaign"
-88,188519;40,244913;"Ozone";0,041977;"Thomasboro"
-87,732457;41,670992;"Ozone";0,039144;"Alsip"
-87,732457;41,670992;"PM2.5 - Local Conditions";10,113636;"Alsip"
-87,539315;41,687165;"PM2.5 - Local Conditions";11,031868;"Chicago"
-87,539315;41,687165;"PM2.5 - Local Conditions";11,133333;"Chicago"
-87,54535;41,755832;"Ozone";0,046131;"Chicago"
-87,749928;41,965485;"PM2.5 - Local Conditions";11,021111;"Chicago"
-87,749928;41,965485;"PM2.5 - Local Conditions";11,715385;"Chicago"
-87,722723;41,912862;"PM2.5 - Local Conditions";10,973333;"Chicago"
-87,601646;41,790787;"Ozone";0,035844;"Chicago"
-87,713488;41,7514;"Ozone";0,039246;"Chicago"
-87,713488;41,7514;"PM2.5 - Local Conditions";9,901389;"Chicago"
-87,792002;41,984332;"Ozone";0,040903;"Chicago"
-87,831945;41,801167;"PM2.5 - Local Conditions";11,800562;"McCook"
-87,831945;41,801167;"PM2.5 - Local Conditions";11,093182;"McCook"
-87,99057;41,66812;"Ozone";0,04199;"Lemont"
-87,696467;41,662109;"PM2.5 - Local Conditions";10,955172;"Blue Island"
-87,876265;41,965193;"Ozone";0,034186;"Schiller Park"
-87,876265;41,965193;"PM2.5 - Local Conditions";11,13;"Schiller Park"
-87,876265;41,965193;"PM2.5 - Local Conditions";10,960465;"Schiller Park"
-87,805377;41,782766;"PM2.5 - Local Conditions";11,353846;"Summit"
-87,805377;41,782766;"PM2.5 - Local Conditions";10,738889;"Summit"
-87,75247;41,855243;"Ozone";0,039224;"Cicero"
-87,863225;42,060285;"Ozone";0,040436;"Des Plaines"
-87,863225;42,060285;"PM2.5 - Local Conditions";9,886441;"Des Plaines"
-87,799227;42,139996;"Ozone";0,042245;"Northbrook"
-87,799227;42,139996;"PM2.5 - Local Conditions";9,513793;"Northbrook"
-87,799227;42,139996;"PM2.5 - Local Conditions";8,307143;"Northbrook"
-87,748902;41,864426;"PM2.5 - Local Conditions";10,418919;"Cicero"
-87,674167;42,061857;"Ozone";0,042311;"Evanston"
-88,152534;41,771071;"PM2.5 - Local Conditions";10,281;"Naperville"
-88,072827;41,813049;"Ozone";0,038398;"Lisle"
-90,32408;39,110539;"Ozone";0,04409;"Jerseyville"
-90,32408;39,110539;"PM2.5 - Local Conditions";9,111458;"Jerseyville"
-88,280015;42,050403;"PM2.5 - Local Conditions";9,268687;"Elgin"
-88,273029;42,049148;"Ozone";0,038391;"Elgin"
-88,329374;41,784717;"PM2.5 - Local Conditions";9,645098;"Aurora"
-87,810047;42,467573;"Ozone";0,043542;"Zion"
-88,242207;42,221442;"Ozone";0,040283;"Cary"
-88,242207;42,221442;"PM2.5 - Local Conditions";9,775;"Cary"
-88,996896;40,518735;"Ozone";0,046123;"Normal"
-88,996896;40,518735;"PM2.5 - Local Conditions";9,187255;"Normal"
-88,925594;39,866834;"Ozone";0,042962;"Decatur"
-88,925594;39,866834;"PM2.5 - Local Conditions";9,732203;"Decatur"
-89,809739;39,396075;"Ozone";0,043897;"Nilwood"
-90,148031;38,890186;"Ozone";0,044354;"Alton"
-90,144763;38,700632;"PM2.5 - Local Conditions";13,329825;"Granite City"
-90,144763;38,700632;"PM2.5 - Local Conditions";10,561702;"Granite City"
-90,139675;38,704534;"PM2.5 - Local Conditions";11,314953;"Granite City"
-90,139675;38,704534;"PM2.5 - Local Conditions";10,570732;"Granite City"
-89,959963;38,726573;"Ozone";0,045519;"Maryville"
-90,143168;38,903085;"PM2.5 - Local Conditions";9,854167;"Alton"
-90,105851;38,860669;"Ozone";0,043814;"Wood River"
-90,105851;38,860669;"PM2.5 - Local Conditions";10,908547;"Wood River"
-89,606943;40,68742;"Ozone";0,039038;"Peoria"
-89,584737;40,697007;"PM2.5 - Local Conditions";8,792647;"Peoria"
-89,584737;40,697007;"PM2.5 - Local Conditions";10,078571;"Peoria"
-89,585869;40,745504;"Ozone";0,04478;"Peoria Heights"
-90,51735;41,514727;"Ozone";0,040756;"Rock Island Arsenal (U.S. Army)"
-90,51735;41,514727;"PM2.5 - Local Conditions";9,492222;"Rock Island Arsenal (U.S. Army)"
-90,160477;38,612034;"Ozone";0,04325;"East Saint Louis"
-90,160477;38,612034;"PM2.5 - Local Conditions";10,382692;"East Saint Louis"
-89,640926;39,831522;"Ozone";0,043626;"Springfield"
-88,116474;41,526885;"PM2.5 - Local Conditions";10,105;"Joliet"
-88,190967;41,221537;"Ozone";0,040438;"Braidwood"
-88,190967;41,221537;"PM2.5 - Local Conditions";9,450602;"Braidwood"
-89,092767;42,263081;"PM2.5 - Local Conditions";9,306154;"Rockford"
-89,037775;42,334982;"Ozone";0,039887;"Loves Park"
-85,016821;41,221418;"Ozone";0,043895;"Leo-Cedarville"
-85,101816;41,094965;"Ozone";0,043246;"Fort Wayne"
-85,101816;41,094965;"PM2.5 - Local Conditions";9,498276;"Fort Wayne"
-85,101816;41,094965;"PM2.5 - Local Conditions";9,389381;"Fort Wayne"
-85,101816;41,094965;"PM2.5 - Local Conditions";9,425478;"Fort Wayne"
-85,101816;41,094965;"PM2.5 - Local Conditions";9,425478;"Fort Wayne"
-85,101816;41,094965;"PM2.5 - Local Conditions";9,417197;"Fort Wayne"
-85,766816;39,294322;"Ozone";0,049664;"Hope"
-85,740153;38,277675;"PM2.5 - Local Conditions";11,432764;"Jeffersonville"
-85,387999;40,201141;"PM2.5 - Local Conditions";9,752101;"Muncie"
-85,245367;40,300015;"Ozone";0,041503;"Albany"
-86,92916;38,391443;"PM2.5 - Local Conditions";10,912931;"Jasper"
-85,83055;41,71805;"Ozone";0,039415;"Bristol"
-85,968372;41,656905;"PM2.5 - Local Conditions";9,519008;"Elkhart"
-85,968372;41,656905;"PM2.5 - Local Conditions";12,907011;"Elkhart"
-85,968372;41,656905;"PM2.5 - Local Conditions";13,081181;"Elkhart"
-85,968372;41,656905;"PM2.5 - Local Conditions";13,081181;"Elkhart"
-85,834167;38,308056;"Ozone";0,045224;"New Albany"
-85,834167;38,308056;"PM2.5 - Local Conditions";10,413274;"New Albany"
-85,834167;38,308056;"PM2.5 - Local Conditions";10,545;"New Albany"
-85,834167;38,308056;"PM2.5 - Local Conditions";8,615512;"New Albany"
-85,992451;40,068297;"Ozone";0,042489;"Noblesville"
-85,840471;39,935041;"Ozone";0,042687;"Fortville"
-86,397124;39,759003;"Ozone";0,041315;"Avon"
